Timestamp,Value,Result
1728538762.9198835,17,stop
1728538762.9203918,17,stop
1728538762.9203918,0,stop
1728538762.9203918,0,stop
1728538762.9203918,0,stop
1728538762.9203918,0,stop
1728538762.9203918,0,stop
1728538762.9203918,0,stop
1728538762.9203918,0,stop
1728538762.9203918,0,stop
1728538762.9203918,0,stop
1728538762.9203918,0,stop
1728538762.9203918,0,stop
1728538762.9203918,0,stop
1728538762.9203918,0,stop
1728538762.9203918,0,stop
1728538762.9203918,0,stop
1728538762.9203918,0,stop
1728538762.9203918,0,stop
1728538762.9203918,0,stop
1728538762.9203918,0,stop
1728538762.9203918,0,stop
1728538762.9203918,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,0,stop
1728538762.9223945,7,stop
1728538762.9223945,7,stop
1728538762.926829,0,stop
1728538762.926829,0,stop
1728538762.9269464,0,stop
1728538762.9269464,0,stop
1728538762.9269464,0,stop
1728538762.9269464,0,stop
1728538762.9269464,27,stop
1728538762.9269464,27,stop
1728538762.9269464,0,stop
1728538762.9269464,0,stop
1728538762.9269464,0,stop
1728538762.9269464,0,stop
1728538762.9269464,0,stop
1728538762.9269464,0,stop
1728538762.9269464,0,stop
1728538762.9279556,0,stop
1728538762.9279556,0,stop
1728538762.9279556,0,stop
1728538762.9279556,0,stop
1728538762.9279556,0,stop
1728538762.9279556,0,stop
1728538762.9279556,0,stop
1728538762.9279556,0,stop
1728538762.9279556,0,stop
1728538762.9279556,0,stop
1728538762.9279556,0,stop
1728538762.9279556,57,stop
1728538762.9279556,57,stop
1728538762.9289677,68,stop
1728538762.9289677,68,stop
1728538762.9289677,38,stop
1728538762.9289677,38,stop
1728538762.9289677,0,stop
1728538762.9289677,0,stop
1728538762.9289677,0,stop
1728538762.9289677,0,stop
1728538762.9289677,0,stop
1728538762.9289677,0,stop
1728538762.9289677,0,stop
1728538762.9289677,0,stop
1728538762.9289677,0,stop
1728538762.9289677,0,stop
1728538762.9289677,0,stop
1728538762.9299712,0,stop
1728538762.9299712,12,stop
1728538762.9299712,12,stop
1728538762.9299712,35,stop
1728538762.9299712,35,stop
1728538762.9299712,19,stop
1728538762.9299712,19,stop
1728538762.9306304,0,stop
1728538762.9306304,0,stop
1728538762.9306304,2,stop
1728538762.9306304,2,stop
1728538762.9306304,2,stop
1728538762.9306304,2,stop
1728538762.9306304,7,stop
1728538762.9306304,7,stop
1728538762.9306304,1,stop
1728538762.9306304,1,stop
1728538762.9306304,0,stop
1728538762.9306304,0,stop
1728538762.9316015,0,stop
1728538762.9316015,0,stop
1728538762.9316015,0,stop
1728538762.9316015,0,stop
1728538762.9316015,14,stop
1728538762.9316015,14,stop
1728538762.9316015,0,stop
1728538762.9316015,0,stop
1728538762.9316015,0,stop
1728538762.9316015,0,stop
1728538762.9316015,0,stop
1728538762.9316015,0,stop
1728538762.9316015,11,stop
1728538762.9326122,11,stop
1728538762.9326122,0,stop
1728538762.9326122,0,stop
1728538762.9326122,11,stop
1728538762.9326122,11,stop
1728538762.9326122,0,stop
1728538762.9326122,0,stop
1728538762.9326122,39,stop
1728538762.9326122,39,stop
1728538762.9326122,52,stop
1728538762.9326122,52,stop
1728538762.9326122,66,stop
1728538762.9326122,66,stop
1728538762.9326122,47,stop
1728538762.9326122,47,stop
1728538762.9337718,22,stop
1728538762.9337718,22,stop
1728538762.9337718,7,stop
1728538762.9337718,7,stop
1728538762.9337718,0,stop
1728538762.9337718,0,stop
1728538762.9337718,0,stop
1728538762.9337718,0,stop
1728538762.9337718,0,stop
1728538762.9337718,0,stop
1728538762.9337718,0,stop
1728538762.9337718,0,stop
1728538762.9337718,30,stop
1728538762.9337718,30,stop
1728538762.9337718,70,stop
1728538762.9337718,70,stop
1728538762.9337718,74,stop
1728538762.9337718,74,stop
1728538762.9337718,41,stop
1728538762.9337718,41,stop
1728538762.9337718,56,stop
1728538762.9337718,56,stop
1728538762.9337718,9,stop
1728538762.9337718,9,stop
1728538762.9337718,27,stop
1728538762.9337718,27,stop
1728538762.9337718,0,stop
1728538762.9337718,0,stop
1728538762.9337718,0,stop
1728538762.9337718,0,stop
1728538762.9337718,0,stop
1728538762.9337718,0,stop
1728538762.9337718,3,stop
1728538762.9337718,3,stop
1728538762.9337718,52,stop
1728538762.9364974,52,stop
1728538762.9364974,41,stop
1728538762.9364974,41,stop
1728538762.936756,19,stop
1728538762.9368691,19,stop
1728538762.9368691,41,stop
1728538762.9368691,41,stop
1728538762.9368691,12,stop
1728538762.9368691,12,stop
1728538762.9368691,48,stop
1728538762.9368691,48,stop
1728538762.9368691,45,stop
1728538762.9368691,45,stop
1728538762.9368691,65,stop
1728538762.9368691,65,stop
1728538762.9368691,80,stop
1728538762.9368691,80,stop
1728538762.937879,79,stop
1728538762.937879,79,stop
1728538762.937879,81,stop
1728538762.937879,81,stop
1728538762.937879,83,stop
1728538762.937879,83,stop
1728538762.937879,83,stop
1728538762.937879,83,stop
1728538762.937879,83,stop
1728538762.937879,83,stop
1728538762.937879,80,stop
1728538762.937879,80,stop
1728538762.938882,83,stop
1728538762.938882,83,stop
1728538762.938882,83,stop
1728538762.938882,83,stop
1728538762.938882,83,stop
1728538762.938882,83,stop
1728538762.938882,83,stop
1728538762.938882,83,stop
1728538762.938882,83,stop
1728538762.938882,83,stop
1728538762.938882,84,stop
1728538762.938882,84,stop
1728538762.938882,83,stop
1728538762.9398842,83,stop
1728538762.9398842,82,stop
1728538762.9398842,82,stop
1728538762.9398842,83,stop
1728538762.9398842,83,stop
1728538762.9398842,82,stop
1728538762.9398842,82,stop
1728538762.9398842,83,stop
1728538762.9398842,83,stop
1728538762.940623,81,stop
1728538762.940623,81,stop
1728538762.940623,83,stop
1728538762.940623,83,stop
1728538762.940623,82,stop
1728538762.940623,82,stop
1728538762.940623,84,stop
1728538762.940623,84,stop
1728538762.940623,83,stop
1728538762.940623,83,stop
1728538762.940623,84,stop
1728538762.940623,84,stop
1728538762.940623,82,stop
1728538762.940623,82,stop
1728538762.940623,84,stop
1728538762.940623,84,stop
1728538762.940623,73,stop
1728538762.940623,73,stop
1728538762.940623,85,stop
1728538762.940623,85,stop
1728538762.940623,82,stop
1728538762.940623,82,stop
1728538762.940623,82,stop
1728538762.940623,82,stop
1728538762.940623,83,stop
1728538762.940623,83,stop
1728538762.940623,81,stop
1728538762.940623,81,stop
1728538762.940623,85,stop
1728538762.940623,85,stop
1728538762.940623,86,stop
1728538762.940623,86,stop
1728538762.940623,83,stop
1728538762.940623,83,stop
1728538762.940623,75,stop
1728538762.940623,75,stop
1728538762.940623,84,stop
1728538762.940623,84,stop
1728538762.940623,88,stop
1728538762.940623,88,stop
1728538762.940623,88,stop
1728538762.940623,88,stop
1728538762.940623,83,stop
1728538762.940623,83,stop
1728538762.940623,83,stop
1728538762.940623,83,stop
1728538762.940623,73,stop
1728538762.940623,73,stop
1728538762.940623,82,stop
1728538762.940623,82,stop
1728538762.940623,81,stop
1728538762.940623,81,stop
1728538762.940623,81,stop
1728538762.940623,81,stop
1728538762.940623,83,stop
1728538762.940623,83,stop
1728538762.940623,79,stop
1728538762.940623,79,stop
1728538762.945089,77,stop
1728538762.945089,77,stop
1728538762.945089,71,stop
1728538762.945089,71,stop
1728538762.945089,79,stop
1728538762.945089,79,stop
1728538762.945089,71,stop
1728538762.945089,71,stop
1728538762.945089,83,stop
1728538762.945089,83,stop
1728538762.945089,81,stop
1728538762.945089,81,stop
1728538762.945089,71,stop
